CCNum,First ,Last,Amount,MinUsualAmount,MaxUsualAmount,CustomerHomeCity,CustomerAge,CustomerGender,CustomerMaritalStatus,CustomerHasChildren
4651-8000-0000-0000,Liam,Garcia,$528.77 ,6,478,Dallas,95,Male,Widowed,No
4847-3600-0000-0000,John,Rodriguez,$580.13 ,8,570,Arlington,93,Male,Widowed,No
4332-4400-0000-0000,Mia,Rodriguez,$360.78 ,1,74,Addison,97,Male,Widowed,Yes
4715-0300-0000-0000,Olivia,Anderson,$569.40 ,4,369,Addison,85,Male,Widowed,No
4964-1200-0000-0000,Oliver,Hernandez,$633.43 ,2,199,Irving,81,Female,Widowed,Yes
4301-7500-0000-0000,Charlotte,Lee,$472.33 ,3,292,McKinney,81,Female,Widowed,No
4860-6800-0000-0000,Charlotte,Davis,$571.67 ,6,472,Frisco,86,Female,Widowed,Yes
4326-3800-0000-0000,Aiden,Martinez,$451.65 ,4,368,Dallas,100,Male,Widowed,Yes
4290-9900-0000-0000,Oliver,Thomas,$676.95 ,2,203,Irving,82,Female,Widowed,Yes
4632-5800-0000-0000,Elijah,Jones,$514.13 ,2,205,Farmers Branch,99,Female,Widowed,Yes
4071-4200-0000-0000,Amelia,Gonzalez,$486.80 ,4,300,Farmers Branch,82,Female,Widowed,Yes
4845-6200-0000-0000,Ava,Martinez,$218.76 ,2,198,Plano,100,Female,Widowed,Yes
4671-6900-0000-0000,Amelia,Lee,$628.32 ,7,589,Plano,85,Female,Widowed,Yes
4792-9500-0000-0000,Alexander,Hernandez,$515.58 ,6,491,Farmers Branch,97,Male,Widowed,Yes
4207-1800-0000-0000,Isabella,Martinez,$440.42 ,4,369,Dallas,83,Female,Widowed,No
4188-4500-0000-0000,Lucas,Clark,$326.02 ,1,107,McKinney,90,Male,Widowed,No
4116-2300-0000-0000,Michael,Davis,$632.39 ,8,611,Arlington,88,Male,Widowed,No
4216-9600-0000-0000,John,Anderson,$519.09 ,7,506,Rockwall,88,Male,Widowed,Yes
4556-1600-0000-0000,Amelia,Rodriguez,$415.59 ,3,225,McKinney,98,Male,Widowed,No
4096-4100-0000-0000,Logan,Harris,$640.66 ,8,581,Arlington,93,Female,Widowed,Yes
4599-7200-0000-0000,Charlotte,Jones,$668.95 ,4,379,Frisco,29,Female,Divorced,No
4162-4600-0000-0000,Mia,Clark,$504.01 ,4,298,Irving,18,Male,Divorced,No
4676-8800-0000-0000,Benjamin,Lewis,$476.67 ,3,217,Plano,28,Female,Divorced,No
4968-4200-0000-0000,Liam,Anderson,$458.99 ,3,297,McKinney,24,Male,Divorced,No
4309-7900-0000-0000,Sophia,Hernandez,$479.27 ,5,379,Farmers Branch,21,Female,Divorced,Yes
4591-2600-0000-0000,Amelia,White,$549.49 ,4,378,Rockwall,19,Male,Divorced,Yes
4976-7300-0000-0000,Isabella,Garcia,$2.61 ,9,646,Rockwall,30,Female,Married,No
4295-5200-0000-0000,Logan,Lee,$291.98 ,2,148,Farmers Branch,27,Female,Married,No
4663-9700-0000-0000,Alexander,Hernandez,$669.83 ,9,635,McKinney,27,Male,Married,Yes
4206-7900-0000-0000,Sophia,Davis,$678.06 ,1,131,Plano,30,Male,Married,Yes
4424-5000-0000-0000,Mia,Taylor,$3.33 ,4,292,Farmers Branch,22,Male,Married,No
4141-2500-0000-0000,Charlotte,Perez,$683.10 ,8,584,Frisco,30,Female,Married,No
4003-5300-0000-0000,Ethan,Harris,$356.98 ,1,84,Addison,19,Female,Married,No
4196-1900-0000-0000,Benjamin,Lewis,$630.03 ,6,471,Addison,20,Female,Married,No
4229-2100-0000-0000,Amelia,Clark,$548.86 ,4,296,Addison,28,Male,Married,Yes
4869-7400-0000-0000,Harper,Clark,$481.44 ,4,289,Arlington,23,Female,Married,Yes
4408-9900-0000-0000,Isabella,Smith,$465.70 ,3,237,Dallas,29,Male,Married,No
4099-3700-0000-0000,Charlotte,Smith,$648.10 ,3,240,McKinney,19,Male,Single,Yes
4654-4700-0000-0000,Mia,Gonzalez,$693.45 ,7,526,Rockwall,27,Female,Single,No
4680-7000-0000-0000,Ava,Anderson,$381.31 ,3,245,Farmers Branch,27,Female,Single,Yes
4558-5300-0000-0000,Benjamin,Smith,$411.70 ,1,110,McKinney,27,Male,Single,Yes
4619-7200-0000-0000,Alexander,Clark,$485.18 ,5,421,Addison,20,Male,Single,Yes
4321-2200-0000-0000,John,Jones,$323.34 ,3,288,Addison,25,Female,Single,Yes
4557-2700-0000-0000,Lucas,Wilson,$598.02 ,4,348,Arlington,28,Female,Single,Yes
4898-6600-0000-0000,Ava,Taylor,$564.80 ,6,517,Arlington,25,Female,Single,Yes
4171-5700-0000-0000,John,Wilson,$232.49 ,2,196,Arlington,28,Female,Single,No
4422-2800-0000-0000,Liam,Anderson,$519.46 ,4,292,Dallas,30,Female,Single,Yes
4815-1700-0000-0000,Benjamin,Jones,$610.38 ,8,595,Frisco,19,Female,Widowed,No
4736-6900-0000-0000,Olivia,Smith,$245.41 ,1,152,Arlington,26,Female,Widowed,Yes
4132-6100-0000-0000,Ava,Taylor,$609.25 ,7,578,Dallas,22,Female,Widowed,Yes
4460-2100-0000-0000,Michael,Lee,$659.36 ,3,289,Farmers Branch,28,Female,Widowed,No
4139-1200-0000-0000,Jackson,Martinez,$389.03 ,4,310,Rockwall,24,Female,Widowed,No
4037-7200-0000-0000,Jackson,Martinez,$366.59 ,4,294,Addison,29,Female,Widowed,Yes
4628-9300-0000-0000,Ethan,Gonzalez,$615.18 ,3,239,McKinney,28,Female,Widowed,No
4882-6000-0000-0000,Michael,Garcia,$626.38 ,1,165,Rockwall,24,Female,Widowed,No
4917-4300-0000-0000,Michael,Garcia,$354.39 ,2,141,Rockwall,30,Male,Widowed,No
4101-2000-0000-0000,Olivia,Martinez,$284.45 ,2,180,Arlington,23,Female,Widowed,Yes
4105-2100-0000-0000,Jackson,Taylor,$531.93 ,7,501,Plano,18,Female,Widowed,No
4991-7800-0000-0000,Alexander,Harris,$606.75 ,7,574,Dallas,20,Male,Widowed,Yes
4433-1500-0000-0000,Elijah,Taylor,$631.65 ,8,571,Irving,20,Male,Widowed,Yes
4090-9700-0000-0000,Amelia,Lewis,$540.20 ,5,364,Plano,29,Male,Widowed,No
4983-9700-0000-0000,Sophia,Rodriguez,$689.41 ,8,613,Irving,23,Female,Widowed,No
4338-8000-0000-0000,Aiden,Hernandez,$414.86 ,2,227,Rockwall,27,Male,Widowed,No
4341-6000-0000-0000,Logan,Williams,$667.43 ,4,289,Plano,27,Male,Widowed,No
4494-2500-0000-0000,Benjamin,Rodriguez,$638.77 ,3,226,Plano,29,Male,Widowed,No
4381-0600-0000-0000,Elijah,Thomas,$257.40 ,1,128,Irving,25,Female,Widowed,No
4626-6400-0000-0000,Aiden,Garcia,$649.98 ,8,573,Addison,20,Female,Widowed,No
4439-0000-0000-0000,Logan,Hernandez,$604.33 ,5,417,Farmers Branch,19,Female,Widowed,No
4266-6666-1326-4540, Daniel    , Kennedy,$697.69 ,6,424,Dallas,37,F,Divorced,No
4018-6400-0000-0000,Charlotte,Lewis,$403.93 ,4,297,Arlington,33,Male,Divorced,No
4895-7200-0000-0000,Elijah,Harris,$633.02 ,2,188,Arlington,39,Female,Divorced,Yes
4961-8100-0000-0000,Charlotte,Garcia,$606.36 ,3,258,Frisco,42,Male,Divorced,No
4183-7500-0000-0000,Oliver,Thomas,$553.51 ,2,180,Plano,37,Male,Divorced,Yes
4449-5000-0000-0000,Amelia,Smith,$621.35 ,7,495,Plano,40,Male,Divorced,Yes
4451-9000-0000-0000,Alexander,Lewis,$398.86 ,5,357,Frisco,31,Female,Divorced,Yes
4847-2000-0000-0000,Mia,Martinez,$477.04 ,3,270,Plano,34,Female,Divorced,Yes
4317-8300-0000-0000,Logan,Gonzalez,$342.17 ,2,170,Frisco,59,Female,Divorced,No
4578-4800-0000-0000,John,Jones,$346.68 ,4,315,Frisco,32,Female,Divorced,No
4966-1500-0000-0000,Alexander,Lewis,$634.43 ,6,517,Arlington,49,Female,Divorced,Yes
4768-5900-0000-0000,Logan,Lewis,$582.41 ,5,353,McKinney,40,Male,Divorced,No
4799-2100-0000-0000,Mia,Hernandez,$168.94 ,1,84,Irving,36,Female,Divorced,No
4126-6700-0000-0000,Logan,Anderson,$590.56 ,6,434,Plano,43,Female,Divorced,No
4758-4900-0000-0000,Benjamin,White,$574.66 ,2,181,Addison,46,Male,Divorced,Yes
4514-6500-0000-0000,Aiden,Jones,$267.16 ,2,161,Frisco,54,Female,Divorced,Yes
4975-0000-0000-0000,Ethan,Lee,$649.01 ,9,649,Frisco,49,Female,Divorced,Yes
4481-8900-0000-0000,Ethan,Smith,$439.90 ,1,134,Addison,44,Male,Divorced,Yes
4662-2700-0000-0000,Ethan,Hernandez,$587.07 ,4,352,Farmers Branch,49,Male,Divorced,No
4495-6600-0000-0000,Mia,Anderson,$535.82 ,5,376,Arlington,46,Female,Divorced,Yes
4652-2400-0000-0000,Sophia,Smith,$190.89 ,2,173,Arlington,49,Male,Divorced,Yes
4289-7200-0000-0000,Logan,Thomas,$447.03 ,4,319,McKinney,44,Male,Divorced,No
4276-8000-0000-0000,Isabella,Taylor,$527.48 ,7,519,Farmers Branch,46,Female,Divorced,Yes
4225-1100-0000-0000,Isabella,Gonzalez,$258.76 ,1,103,Rockwall,48,Female,Divorced,No
4067-3800-0000-0000,Sophia,White,$506.52 ,3,292,Addison,48,Male,Divorced,No
4435-0300-0000-0000,Jackson,Lee,$393.60 ,3,272,Rockwall,31,Male,Divorced,Yes
4863-1900-0000-0000,Elijah,Taylor,$261.07 ,1,113,Farmers Branch,41,Female,Divorced,No
4491-9100-0000-0000,Olivia,Anderson,$606.35 ,8,604,Rockwall,45,Female,Divorced,No
4842-1800-0000-0000,Sophia,White,$340.47 ,3,288,Rockwall,60,Female,Divorced,Yes
4318-1800-0000-0000,Benjamin,Jones,$641.58 ,8,571,Dallas,45,Female,Divorced,Yes
4749-5800-0000-0000,Charlotte,Martinez,$672.57 ,6,450,Arlington,41,Female,Divorced,No
4503-2700-0000-0000,Amelia,Taylor,$598.08 ,8,583,Plano,50,Male,Divorced,No
4713-4100-0000-0000,Aiden,Garcia,$377.77 ,4,354,Rockwall,51,Female,Divorced,No
4388-2700-0000-0000,John,Hernandez,$533.35 ,2,218,Frisco,48,Male,Divorced,No
4273-3100-0000-0000,Alexander,Harris,$491.07 ,5,426,Rockwall,52,Female,Divorced,No
3910-0458-4550-6040,  Ava        , Jones,$475.99 ,4,345,Irving,38,F,Married,No
8321-6911-7839-8960, Logan      , Anderson,$452.22 ,3,296,Dallas,41,Male,Married,Yes
4781-2395-7064-6980, Oliver     , White,$564.35 ,3,211,Dallas,49,M,Married,No
2334-9412-3585-1140, Angelina   , Edwards,$706.11 ,6,480,McKinney,44,F,Married,Yes
9262-6445-5336-4390, Aaron      , Ross,$328.02 ,4,281,Addison,42,F,Married,Yes
6384-6076-1532-1050, Angel      , Butler,$390.81 ,5,385,Dallas,36,M,Married,Yes
4103-1871-6683-4920, Logan     , Harrison,$659.67 ,8,614,Farmer's Branch,34,f,Married,Yes
4241-0220-3264-9590, Jacob     , Henry,$886.69 ,8,606,Dallas,45,Male,Married,No
1751-2759-6909-7130, Michael   , Hawkins,$552.62 ,2,180,Plano,42,F,Married,No
6509-4280-6211-8370, Andrew    , Watkins,$202.33 ,1,123,Dallas,37,Male,Married,Yes
4724-4800-0000-0000,Logan,Thomas,$281.03 ,3,242,Dallas,41,Male,Married,Yes
4349-4400-0000-0000,Mia,Lewis,$260.27 ,2,141,McKinney,59,Female,Married,Yes
4632-2600-0000-0000,Elijah,Garcia,$204.08 ,2,187,Frisco,57,Female,Married,No
4321-4700-0000-0000,Sophia,Gonzalez,$661.35 ,8,569,McKinney,41,Male,Married,Yes
4970-7900-0000-0000,Liam,Taylor,$616.78 ,3,287,Plano,54,Female,Married,No
4162-0300-0000-0000,Ava,Gonzalez,$466.43 ,3,296,Frisco,44,Male,Married,No
4102-4900-0000-0000,Isabella,Anderson,$615.49 ,5,419,McKinney,57,Female,Married,Yes
4825-9100-0000-0000,Logan,Perez,$519.52 ,4,361,Rockwall,49,Female,Married,No
4640-7900-0000-0000,Lucas,Smith,$445.62 ,1,96,Irving,56,Male,Married,No
4591-0900-0000-0000,Mia,Perez,$481.78 ,4,307,Arlington,50,Male,Married,No
4388-5500-0000-0000,Amelia,Lee,$401.65 ,3,294,Arlington,54,Male,Married,Yes
4985-3000-0000-0000,Liam,Davis,$430.25 ,4,314,Rockwall,31,Male,Married,Yes
4438-3900-0000-0000,Benjamin,Taylor,$435.04 ,3,218,Plano,51,Male,Married,Yes
4905-2200-0000-0000,Alexander,Perez,$562.71 ,2,183,Dallas,35,Female,Married,No
4403-2000-0000-0000,Sophia,Anderson,$457.07 ,6,429,Arlington,50,Female,Married,Yes
4083-7900-0000-0000,Jackson,Martinez,$696.74 ,5,411,Frisco,36,Female,Married,Yes
4438-1400-0000-0000,Ava,Clark,$623.26 ,2,229,Addison,56,Male,Married,No
4655-0600-0000-0000,Ethan,Hernandez,$370.63 ,1,101,Frisco,58,Female,Married,Yes
4435-5400-0000-0000,Olivia,Harris,$664.40 ,3,246,McKinney,55,Female,Married,Yes
4044-9400-0000-0000,Harper,Rodriguez,$599.93 ,3,309,McKinney,59,Male,Married,No
4690-0800-0000-0000,John,Davis,$235.17 ,1,89,Irving,38,Female,Married,No
4938-0900-0000-0000,Elijah,Davis,$696.34 ,7,514,Dallas,44,Male,Married,Yes
4252-5300-0000-0000,Aiden,Smith,$362.44 ,1,105,Irving,56,Male,Married,Yes
4833-3100-0000-0000,Ethan,Taylor,$485.08 ,3,302,Rockwall,58,Female,Single,Yes
4235-9900-0000-0000,Lucas,Hernandez,$543.99 ,3,253,Plano,59,Male,Single,No
4846-7400-0000-0000,Oliver,Wilson,$543.32 ,3,246,Irving,43,Female,Single,No
4881-9800-0000-0000,Michael,Anderson,$308.69 ,2,142,McKinney,60,Female,Single,Yes
4146-7700-0000-0000,Benjamin,Garcia,$674.74 ,2,144,Addison,47,Male,Single,No
4487-5600-0000-0000,Lucas,Williams,$533.26 ,4,376,Plano,39,Female,Single,Yes
4707-9800-0000-0000,Elijah,Rodriguez,$325.37 ,2,143,Dallas,47,Female,Single,No
4231-3100-0000-0000,Michael,Thomas,$467.95 ,2,230,Plano,43,Female,Single,Yes
4610-7500-0000-0000,Mia,Hernandez,$534.81 ,5,400,Rockwall,47,Male,Single,No
4582-4700-0000-0000,Mia,Davis,$679.75 ,9,649,Farmers Branch,41,Female,Single,No
4477-4200-0000-0000,Aiden,Wilson,$683.86 ,6,485,Rockwall,44,Female,Single,No
4579-9400-0000-0000,Sophia,Williams,$329.66 ,4,297,Arlington,42,Male,Single,No
4040-4900-0000-0000,Ethan,Smith,$651.88 ,4,366,Farmers Branch,57,Male,Single,No
4736-4200-0000-0000,Alexander,Gonzalez,$144.19 ,1,110,Farmers Branch,32,Female,Single,Yes
4996-5200-0000-0000,Jackson,Perez,$458.28 ,2,180,Arlington,37,Female,Single,No
4303-2800-0000-0000,Elijah,Anderson,$619.93 ,7,557,Frisco,33,Male,Single,Yes
4349-4100-0000-0000,Amelia,White,$654.60 ,6,464,Farmers Branch,48,Female,Single,No
4547-6100-0000-0000,Liam,White,$579.58 ,5,364,Irving,34,Male,Single,Yes
4490-9200-0000-0000,Isabella,Lewis,$578.91 ,7,566,Plano,52,Female,Single,No
4236-9800-0000-0000,Aiden,Smith,$510.67 ,4,336,Frisco,48,Male,Single,No
4966-1000-0000-0000,Logan,Hernandez,$260.91 ,1,147,Farmers Branch,33,Male,Single,No
4028-6000-0000-0000,Sophia,White,$268.58 ,3,265,Addison,60,Female,Single,No
4515-5100-0000-0000,Jackson,Lewis,$677.02 ,7,499,Addison,40,Male,Single,Yes
4100-8500-0000-0000,Logan,Garcia,$685.69 ,8,572,Addison,48,Female,Single,No
4249-6100-0000-0000,Lucas,White,$637.81 ,4,368,Irving,42,Male,Single,No
4584-1800-0000-0000,Charlotte,Clark,$603.92 ,2,231,Rockwall,53,Male,Single,No
4886-9800-0000-0000,Michael,Jones,$337.82 ,2,154,Rockwall,55,Female,Single,No
4534-6000-0000-0000,Charlotte,Thomas,$418.67 ,4,336,Frisco,58,Male,Single,No
4309-1900-0000-0000,Ethan,Wilson,$489.21 ,5,421,Rockwall,58,Female,Single,Yes
4077-0100-0000-0000,Harper,Jones,$606.72 ,5,363,Arlington,31,Female,Single,Yes
4893-6600-0000-0000,Benjamin,Harris,$469.61 ,3,247,Arlington,45,Male,Single,No
4064-3900-0000-0000,Harper,Clark,$593.13 ,7,551,McKinney,35,Male,Single,Yes
4606-0900-0000-0000,Benjamin,Williams,$437.30 ,3,211,Farmers Branch,59,Female,Single,No
4535-3500-0000-0000,Lucas,Perez,$433.67 ,2,143,Rockwall,34,Female,Single,No
1689-8662-1571-3940, Ethan      , Clark,$980.74 ,10,776,Dallas,39,m,Single ,Yes
1226-9424-4467-1420, Madison   , Duncan,$10.06 ,11,861,Dallas,48,m,Single ,Yes
4280-7337-2571-6780, Emma      , Snyder,$688.14 ,6,480,Frisco,36,Male,Single ,No
3299-7255-0616-7710, William    , Allen,$374.69 ,2,239,Farmer's Branch,35,F,Widowed,Yes
8748-9914-1186-4620, Emma      , Ramos,$186.00 ,1,71,Dallas,33,F,Widowed,No
1843-2127-3388-3350, Ava       , Lane,$455.65 ,6,446,Farmer's Branch,35,F,Widowed,Yes
4793-8600-0000-0000,Sophia,Smith,$316.86 ,2,207,Rockwall,50,Male,Widowed,Yes
4750-4200-0000-0000,Michael,Lee,$523.60 ,5,416,Farmers Branch,34,Female,Widowed,Yes
4291-8400-0000-0000,Ethan,Rodriguez,$418.35 ,2,219,Farmers Branch,53,Male,Widowed,No
4532-3500-0000-0000,Logan,Gonzalez,$313.21 ,3,232,Irving,50,Female,Widowed,Yes
4854-9000-0000-0000,Elijah,Lewis,$681.86 ,5,419,Dallas,54,Male,Widowed,No
4837-7400-0000-0000,Mia,Anderson,$534.06 ,4,349,Arlington,54,Female,Widowed,No
4719-3300-0000-0000,Alexander,Hernandez,$472.31 ,5,410,Addison,59,Female,Widowed,No
4746-1200-0000-0000,Jackson,Perez,$423.59 ,4,347,Irving,40,Female,Widowed,Yes
4241-6500-0000-0000,Ethan,Jones,$4.58 ,10,747,Frisco,40,Male,Widowed,Yes
4536-2900-0000-0000,Oliver,Anderson,$642.70 ,7,493,Addison,58,Male,Widowed,No
4875-0200-0000-0000,Jackson,Williams,$371.33 ,5,355,Addison,51,Male,Widowed,Yes
4535-5400-0000-0000,Amelia,Rodriguez,$433.49 ,2,221,Arlington,35,Male,Widowed,No
4775-2200-0000-0000,Lucas,Davis,$627.02 ,8,614,Farmers Branch,40,Male,Widowed,No
4036-4200-0000-0000,Ava,White,$494.88 ,4,354,Arlington,45,Female,Widowed,Yes
4968-8200-0000-0000,Elijah,Perez,$339.57 ,2,159,Frisco,37,Female,Widowed,No
4220-9400-0000-0000,Logan,Martinez,$461.71 ,4,287,Irving,33,Male,Widowed,No
4758-1000-0000-0000,Olivia,Jones,$204.65 ,1,142,Frisco,32,Male,Widowed,No
4597-4600-0000-0000,Isabella,Lee,$4.06 ,9,637,Farmers Branch,43,Female,Widowed,Yes
4150-2900-0000-0000,Lucas,Smith,$429.38 ,4,343,Plano,58,Male,Widowed,Yes
4859-7600-0000-0000,Oliver,Clark,$411.93 ,5,380,Farmers Branch,48,Female,Widowed,No
4301-4100-0000-0000,Jackson,Jones,$306.90 ,3,223,Addison,60,Female,Widowed,No
4102-2700-0000-0000,Michael,Lewis,$592.48 ,8,584,Arlington,49,Male,Widowed,Yes
4100-0100-0000-0000,Liam,Rodriguez,$500.10 ,3,211,Addison,57,Male,Widowed,No
4888-5800-0000-0000,Lucas,Lee,$406.80 ,2,189,Addison,50,Female,Widowed,No
4852-4100-0000-0000,Alexander,White,$693.23 ,9,638,Dallas,48,Female,Widowed,No
4306-2700-0000-0000,Charlotte,Hernandez,$683.55 ,9,704,McKinney,67,Male,Divorced,Yes
4974-9800-0000-0000,Charlotte,Hernandez,$45.64 ,8,650,Arlington,74,Female,Divorced,No
4820-5400-0000-0000,Elijah,Taylor,$89.44 ,3,275,Frisco,69,Female,Divorced,No
4364-5200-0000-0000,Jackson,Jones,$105.59 ,4,297,Addison,67,Male,Divorced,No
4582-5900-0000-0000,Amelia,Wilson,$428.46 ,9,726,Rockwall,72,Female,Divorced,Yes
4856-5800-0000-0000,Logan,Martinez,$551.16 ,8,577,Dallas,75,Male,Divorced,Yes
4577-7100-0000-0000,Logan,Martinez,$304.16 ,7,538,McKinney,75,Female,Divorced,No
4485-7000-0000-0000,Harper,Davis,$451.36 ,7,572,Arlington,65,Male,Divorced,No
4198-2200-0000-0000,Benjamin,Clark,$475.73 ,6,513,Rockwall,64,Male,Divorced,Yes
4167-2300-0000-0000,Amelia,Anderson,$163.35 ,2,222,McKinney,68,Male,Divorced,No
4399-4000-0000-0000,Charlotte,Davis,$433.77 ,10,716,Addison,67,Female,Divorced,No
4232-6100-0000-0000,Elijah,Williams,$29.75 ,2,204,McKinney,71,Male,Divorced,No
4509-3500-0000-0000,Aiden,Harris,$68.04 ,7,565,Arlington,70,Male,Divorced,Yes
4153-0100-0000-0000,Aiden,Anderson,$605.08 ,8,654,Irving,66,Male,Divorced,Yes
4172-3700-0000-0000,Elijah,Perez,$563.20 ,9,711,Frisco,64,Male,Divorced,No
4250-1400-0000-0000,Charlotte,Smith,$342.95 ,9,718,Rockwall,64,Female,Divorced,No
4205-3600-0000-0000,Sophia,Lee,$353.15 ,10,730,McKinney,79,Male,Divorced,Yes
4601-1400-0000-0000,John,Lee,$395.91 ,8,613,Farmers Branch,78,Female,Divorced,Yes
4018-2700-0000-0000,Elijah,Rodriguez,$470.10 ,7,519,Dallas,66,Male,Divorced,Yes
4711-2600-0000-0000,Lucas,Hernandez,$50.26 ,5,406,Plano,80,Female,Divorced,Yes
4200-0200-0000-0000,Charlotte,Taylor,$18.92 ,2,153,Plano,72,Female,Divorced,Yes
4322-9300-0000-0000,John,Thomas,$243.30 ,10,780,Farmers Branch,77,Female,Divorced,No
4312-7100-0000-0000,Lucas,Clark,$500.80 ,9,687,Rockwall,68,Male,Divorced,Yes
4726-1000-0000-0000,Logan,Hernandez,$190.71 ,10,731,Arlington,64,Female,Divorced,No
4535-6500-0000-0000,Amelia,Lee,$666.02 ,9,711,Farmers Branch,72,Female,Divorced,Yes
4354-5200-0000-0000,Jackson,Clark,$551.09 ,9,677,McKinney,80,Male,Divorced,Yes
4646-8400-0000-0000,Lucas,Anderson,$257.44 ,9,699,Farmers Branch,67,Male,Divorced,Yes
4594-5200-0000-0000,Sophia,Lee,$25.71 ,6,449,Farmers Branch,63,Female,Divorced,No
4995-7200-0000-0000,Lucas,Lewis,$483.47 ,10,764,Frisco,69,Male,Divorced,No
4659-7300-0000-0000,Liam,Gonzalez,$337.63 ,9,634,Farmers Branch,75,Female,Divorced,Yes
4151-4200-0000-0000,Mia,Thomas,$180.66 ,11,807,Frisco,62,Male,Divorced,No
4561-7600-0000-0000,Harper,Smith,$249.82 ,3,274,Farmers Branch,71,Female,Divorced,Yes
4103-1600-0000-0000,Logan,Garcia,$287.35 ,3,302,Plano,72,Male,Divorced,Yes
4448-9300-0000-0000,Ava,Gonzalez,$117.33 ,6,479,Plano,65,Male,Divorced,Yes
4148-3400-0000-0000,Oliver,Lee,$217.93 ,9,657,Arlington,68,Female,Divorced,Yes
4010-2000-0000-0000,Olivia,Jones,$160.73 ,6,484,Arlington,70,Male,Married,Yes
4568-2100-0000-0000,Aiden,Hernandez,$116.77 ,10,727,Rockwall,63,Female,Married,No
4681-4000-0000-0000,Isabella,White,$127.89 ,10,798,Frisco,65,Female,Married,Yes
4669-1500-0000-0000,Lucas,Garcia,$148.15 ,5,427,Plano,66,Male,Married,No
4846-9600-0000-0000,Harper,Gonzalez,$75.70 ,2,228,Frisco,63,Male,Married,No
4309-0600-0000-0000,Michael,Smith,$146.45 ,4,360,Rockwall,68,Female,Married,Yes
4328-8900-0000-0000,Benjamin,Taylor,$129.00 ,6,514,Arlington,63,Female,Married,No
4987-4000-0000-0000,Lucas,Lee,$235.89 ,7,527,Addison,61,Female,Married,Yes
4195-3000-0000-0000,Michael,Williams,$398.05 ,10,776,McKinney,64,Male,Married,No
4290-8500-0000-0000,Oliver,Martinez,$573.24 ,11,782,Arlington,69,Female,Married,No
4821-6700-0000-0000,Alexander,Rodriguez,$560.43 ,10,741,Dallas,65,Female,Married,Yes
4789-3600-0000-0000,Elijah,Jones,$42.51 ,5,378,McKinney,80,Female,Married,Yes
4958-5500-0000-0000,Aiden,Harris,$556.09 ,8,572,Plano,66,Female,Married,No
4010-6500-0000-0000,Elijah,Wilson,$474.05 ,10,798,McKinney,71,Female,Married,No
4824-3100-0000-0000,Olivia,Perez,$400.59 ,8,588,Frisco,62,Female,Married,No
4297-0000-0000-0000,Aiden,Lewis,$118.20 ,5,395,McKinney,77,Male,Married,No
4147-1000-0000-0000,Logan,Jones,$131.06 ,8,602,McKinney,72,Female,Married,No
4500-5300-0000-0000,John,Lee,$282.56 ,6,467,Rockwall,80,Female,Married,Yes
4319-4500-0000-0000,Jackson,Hernandez,$157.48 ,5,445,McKinney,64,Female,Married,No
4806-2300-0000-0000,Alexander,Rodriguez,$61.72 ,9,720,Addison,69,Male,Married,Yes
4471-6900-0000-0000,Logan,Williams,$298.94 ,4,308,Rockwall,74,Female,Married,No
4899-8600-0000-0000,John,Smith,$474.42 ,8,574,Plano,67,Male,Married,Yes
4739-3300-0000-0000,Aiden,Thomas,$29.93 ,6,443,Irving,74,Male,Married,No
4113-3700-0000-0000,Logan,Williams,$79.11 ,4,316,Dallas,67,Female,Married,No
4429-4400-0000-0000,Amelia,Rodriguez,$48.00 ,3,271,Arlington,76,Male,Married,Yes
4984-6000-0000-0000,Liam,Lee,$260.54 ,5,436,Arlington,65,Female,Married,No
4535-3100-0000-0000,Ava,Williams,$122.07 ,3,288,Addison,64,Female,Married,Yes
4928-3800-0000-0000,Aiden,Lee,$36.40 ,6,516,McKinney,62,Male,Married,Yes
4334-5800-0000-0000,Mia,Hernandez,$36.80 ,3,241,Rockwall,62,Male,Married,Yes
4187-6500-0000-0000,Isabella,Garcia,$411.48 ,9,671,Addison,62,Male,Married,No
4141-4900-0000-0000,Charlotte,Anderson,$512.93 ,10,744,Rockwall,77,Female,Married,Yes
4257-8100-0000-0000,Aiden,Harris,$340.27 ,9,650,Rockwall,78,Male,Married,No
4185-1700-0000-0000,Lucas,Perez,$103.64 ,9,664,Irving,80,Male,Married,No
4867-8100-0000-0000,Lucas,Williams,$17.72 ,8,595,Arlington,79,Female,Single,Yes
4037-6600-0000-0000,Harper,Harris,$96.58 ,4,288,Addison,78,Female,Single,Yes
4955-6100-0000-0000,Mia,Lewis,$562.05 ,9,717,McKinney,62,Male,Single,Yes
4353-8000-0000-0000,Amelia,Harris,$578.11 ,9,648,Irving,67,Female,Single,No
4438-5200-0000-0000,Liam,Lewis,$172.92 ,6,435,Arlington,78,Male,Single,No
4130-9300-0000-0000,Aiden,Clark,$86.32 ,4,310,McKinney,74,Female,Single,Yes
4359-5400-0000-0000,Ava,Smith,$110.24 ,2,197,Frisco,78,Male,Single,No
4095-2900-0000-0000,Mia,Clark,$298.72 ,4,322,Frisco,64,Female,Single,No
4499-3000-0000-0000,Mia,Smith,$211.28 ,6,423,Plano,80,Male,Single,No
4492-2100-0000-0000,Amelia,Thomas,$380.49 ,8,593,Farmers Branch,77,Female,Single,No
4844-5500-0000-0000,Charlotte,Jones,$131.33 ,3,228,Frisco,78,Female,Single,Yes
