CCNum,MinUsualAmount,MaxUsualAmount,CC,SourceOutsideUsual,Amount,OnlinePurchase,TransactionNumber,IsFraud,OutsideUsualAmount
4594520000000000,6,449,4594520000000000,No,25.71,Yes,78579713,0,No
4995720000000000,10,764,4995720000000000,No,483.47,Yes,98817645,0,No
4659730000000000,9,634,4659730000000000,No,337.63,Yes,65752117,0,No
4151420000000000,11,807,4151420000000000,No,180.66,Yes,86789967,0,No
4561760000000000,3,274,4561760000000000,No,249.82,Yes,86568547,0,No
4103160000000000,3,302,4103160000000000,No,287.35,Yes,89331790,0,No
4448930000000000,6,479,4448930000000000,No,117.33,Yes,7608034,0,No
4148340000000000,9,657,4148340000000000,No,217.93,Yes,16152128,0,No
4010200000000000,6,484,4010200000000000,No,160.73,Yes,86913290,0,No
4568210000000000,10,727,4568210000000000,No,116.77,Yes,16417984,0,No
4681400000000000,10,798,4681400000000000,No,127.89,Yes,20225207,0,No
4669150000000000,5,427,4669150000000000,No,148.15,Yes,49367868,0,No
4846960000000000,2,228,4846960000000000,No,75.7,Yes,25860225,0,No
4328890000000000,6,514,4328890000000000,No,129.0,Yes,86695032,0,No
4987400000000000,7,527,4987400000000000,No,235.89,Yes,81577653,1,No
4195300000000000,10,776,4195300000000000,No,398.05,Yes,70310322,0,No
4290850000000000,11,782,4290850000000000,No,573.24,Yes,67008518,0,No
4821670000000000,10,741,4821670000000000,No,560.43,Yes,41230289,1,No
4789360000000000,5,378,4789360000000000,No,42.51,Yes,93396035,0,No
4958550000000000,8,572,4958550000000000,No,556.09,Yes,78592257,0,No
4010650000000000,10,798,4010650000000000,No,474.05,Yes,31062402,1,No
4824310000000000,8,588,4824310000000000,No,400.59,Yes,82731023,0,No
4824310000000000,9,649,4824310000000000,No,400.59,Yes,82731023,0,No
4824310000000000,8,588,4824310000000000,No,360.87,Yes,54490166,0,No
4824310000000000,9,649,4824310000000000,No,360.87,Yes,54490166,0,No
4297000000000000,5,395,4297000000000000,No,118.2,Yes,76402880,0,No
4147100000000000,8,602,4147100000000000,No,131.06,Yes,20677804,0,No
4500530000000000,6,467,4500530000000000,No,282.56,Yes,18381845,0,No
4319450000000000,5,445,4319450000000000,No,157.48,Yes,28466632,0,No
4806230000000000,9,720,4806230000000000,No,61.72,Yes,86869588,0,No
4471690000000000,4,308,4471690000000000,No,298.94,Yes,22071818,1,No
4899860000000000,8,574,4899860000000000,No,474.42,Yes,25459248,0,No
4739330000000000,6,443,4739330000000000,No,29.93,Yes,34814853,0,No
4113370000000000,4,316,4113370000000000,No,79.11,Yes,29079795,0,No
4429440000000000,3,271,4429440000000000,No,48.0,Yes,20987717,0,No
4984600000000000,5,436,4984600000000000,No,260.54,Yes,80691610,0,No
4535310000000000,3,288,4535310000000000,No,122.07,Yes,14134490,0,No
4928380000000000,6,516,4928380000000000,No,36.4,Yes,12505327,0,No
4334580000000000,3,241,4334580000000000,No,36.8,Yes,9577815,0,No
4187650000000000,9,671,4187650000000000,No,411.48,Yes,75273850,0,No
4141490000000000,10,744,4141490000000000,No,512.93,Yes,70593019,0,No
4257810000000000,9,650,4257810000000000,No,340.27,Yes,92226144,0,No
4185170000000000,9,664,4185170000000000,No,103.64,Yes,95206844,0,No
4867810000000000,8,595,4867810000000000,No,17.72,Yes,76013203,0,No
4037660000000000,4,288,4037660000000000,No,96.58,Yes,91812789,0,No
4955610000000000,9,717,4955610000000000,No,562.05,Yes,22059920,0,No
4353800000000000,9,648,4353800000000000,No,578.11,Yes,61926531,0,No
4438520000000000,6,435,4438520000000000,No,172.92,Yes,62252674,0,No
4130930000000000,4,310,4130930000000000,No,86.32,Yes,83975622,0,No
4359540000000000,2,197,4359540000000000,No,110.24,Yes,67174592,0,No
4095290000000000,4,322,4095290000000000,No,298.72,Yes,14884915,0,No
4499300000000000,6,423,4499300000000000,No,211.28,Yes,28108320,0,No
4492210000000000,8,593,4492210000000000,No,380.49,Yes,68390200,0,No
4844550000000000,3,228,4844550000000000,No,131.33,Yes,79159150,0,No
4016020000000000,6,507,4016020000000000,No,228.45,Yes,24912587,0,No
4958030000000000,10,768,4958030000000000,No,479.08,Yes,14443529,0,No
4056360000000000,6,441,4056360000000000,No,71.48,Yes,67797548,0,No
4437250000000000,5,375,4437250000000000,No,294.78,Yes,1344843,0,No
4625750000000000,6,460,4625750000000000,No,349.01,Yes,39939383,0,No
4355470000000000,9,642,4355470000000000,No,34.1,Yes,36882788,0,No
4175680000000000,10,755,4175680000000000,No,652.81,Yes,96870654,0,No
4951370000000000,3,248,4951370000000000,No,141.99,Yes,24950477,0,No
4787370000000000,6,471,4787370000000000,No,131.37,Yes,22158298,0,No
4185540000000000,9,675,4185540000000000,No,92.75,Yes,33866978,0,No
5940885419104680,9,643,5940885419104680,No,160.17,Yes,28823153,0,No
4035820000000000,10,749,4035820000000000,No,689.9,Yes,8076495,0,No
4385080000000000,1,90,4385080000000000,No,66.57,Yes,56023224,0,No
4256330000000000,10,766,4256330000000000,No,163.3,Yes,35789467,0,No
4984330000000000,4,364,4984330000000000,No,188.28,Yes,85089887,0,No
4082490000000000,1,107,4082490000000000,No,37.17,Yes,34361186,0,No
4533660000000000,8,568,4533660000000000,No,367.23,Yes,8180813,0,No
4016310000000000,10,739,4016310000000000,No,65.38,Yes,75068942,0,No
4060920000000000,6,434,4060920000000000,No,394.04,Yes,54280306,0,No
4434610000000000,5,391,4434610000000000,No,122.11,Yes,87991438,0,No
4134460000000000,6,497,4134460000000000,No,344.04,Yes,70550401,0,No
4030980000000000,9,658,4030980000000000,No,269.52,Yes,88360757,0,No
4190070000000000,9,636,4190070000000000,No,14.94,Yes,65313795,0,No
4604930000000000,3,213,4604930000000000,No,88.21,Yes,25026823,0,No
4704650000000000,3,238,4704650000000000,No,198.7,Yes,38742163,0,No
4864690000000000,3,304,4864690000000000,No,163.87,Yes,43973067,0,No
4549280000000000,5,365,4549280000000000,No,283.04,Yes,98435950,0,No
4236800000000000,10,773,4236800000000000,No,153.98,Yes,8089794,0,No
4287840000000000,11,823,4287840000000000,No,321.72,Yes,58797959,0,No
4749790000000000,10,744,4749790000000000,No,226.06,Yes,38989706,0,No
4024900000000000,4,285,4024900000000000,No,68.41,Yes,56950794,0,No
4232180000000000,10,723,4232180000000000,No,74.14,Yes,68040699,0,No
4692760000000000,7,501,4692760000000000,No,211.33,Yes,37997013,0,No
4859340000000000,11,777,4859340000000000,No,59.09,Yes,68376318,0,No
4062260000000000,6,478,4062260000000000,No,42.02,Yes,47173529,0,No
4533280000000000,9,706,4533280000000000,No,579.0,Yes,90555113,0,No
4961220000000000,9,671,4961220000000000,No,151.04,Yes,67665986,0,No
4049140000000000,11,856,4049140000000000,No,637.24,Yes,46739083,0,No
4152390000000000,4,319,4152390000000000,No,244.16,Yes,12179002,0,No
4058600000000000,7,583,4058600000000000,No,475.68,Yes,83896579,0,No
4078320000000000,9,669,4078320000000000,No,235.91,Yes,89693143,0,No
4558390000000000,9,664,4558390000000000,No,19.2,Yes,25694284,0,No
4578220000000000,8,574,4578220000000000,No,42.79,Yes,22207360,0,No
4205030000000000,10,784,4205030000000000,No,418.18,Yes,75465118,0,No
4205030000000000,5,392,4205030000000000,No,418.18,Yes,75465118,0,Yes
4205030000000000,10,784,4205030000000000,No,220.4,No,81010101,0,No
4205030000000000,5,392,4205030000000000,No,220.4,No,81010101,0,No
4098780000000000,8,630,4098780000000000,No,405.96,Yes,77703754,0,No
4555270000000000,5,417,4555270000000000,No,330.78,Yes,9339029,0,No
4106920000000000,9,703,4106920000000000,No,577.83,Yes,68334038,0,No
4192950000000000,7,512,4192950000000000,No,398.58,Yes,96492468,0,No
4095320000000000,4,326,4095320000000000,No,157.6,Yes,93262023,0,No
4291610000000000,6,479,4291610000000000,No,447.77,Yes,89359311,0,No
4247300000000000,9,697,4247300000000000,No,189.23,Yes,20101260,0,No
4180600000000000,6,455,4180600000000000,No,159.68,Yes,76754131,0,No
4612440000000000,5,353,4612440000000000,No,240.55,Yes,16696810,0,No
4204950000000000,8,589,4204950000000000,No,119.75,Yes,98204068,0,No
4609660000000000,6,499,4609660000000000,No,99.61,Yes,30725950,0,No
4284450000000000,10,726,4284450000000000,No,181.72,Yes,14015957,0,No
4168340000000000,2,178,4168340000000000,No,4.73,Yes,13486228,0,No
4019820000000000,9,643,4019820000000000,No,87.73,Yes,10437658,0,No
4714830000000000,8,654,4714830000000000,No,79.45,Yes,96242565,0,No
4733530000000000,9,702,4733530000000000,No,365.28,Yes,76631971,0,No
4221530000000000,6,519,4221530000000000,No,365.01,Yes,96899091,0,No
4864430000000000,9,668,4864430000000000,No,194.22,Yes,47696155,0,No
4830220000000000,5,408,4830220000000000,No,141.23,Yes,98019998,0,No
4791880000000000,6,477,4791880000000000,No,386.29,Yes,30450184,0,No
4331950000000000,8,607,4331950000000000,No,404.84,Yes,85468963,0,No
4884600000000000,4,309,4884600000000000,No,123.65,Yes,73126621,0,No
4841120000000000,8,596,4841120000000000,No,225.74,Yes,3820003,0,No
4082790000000000,7,562,4082790000000000,No,149.96,Yes,6088185,0,No
4371400000000000,9,710,4371400000000000,No,572.71,Yes,38226608,0,No
4275690000000000,4,343,4275690000000000,No,116.46,Yes,83206528,0,No
4379470000000000,9,691,4379470000000000,No,324.3,Yes,47742947,0,No
4881610000000000,9,723,4881610000000000,No,73.42,Yes,68580040,0,No
4828810000000000,7,546,4828810000000000,No,27.15,Yes,85606001,0,No
4746970000000000,8,618,4746970000000000,No,429.54,Yes,36555070,0,No
4792520000000000,7,563,4792520000000000,No,55.15,Yes,23616341,0,No
4191440000000000,7,546,4191440000000000,No,252.7,Yes,46855152,0,No
4741080000000000,8,657,4741080000000000,No,53.28,Yes,24221243,0,No
4845950000000000,7,520,4845950000000000,No,331.61,Yes,48913976,0,No
4548070000000000,7,558,4548070000000000,No,224.19,Yes,19190178,0,No
4670920000000000,10,778,4670920000000000,No,238.59,Yes,97441515,0,No
4255750000000000,8,638,4255750000000000,No,535.09,Yes,75968010,0,No
4253010000000000,5,423,4253010000000000,No,186.83,Yes,47017875,0,No
4987840000000000,4,319,4987840000000000,No,17.46,Yes,9633930,0,No
4850580000000000,8,585,4850580000000000,No,468.74,Yes,7617666,0,No
4084840000000000,9,664,4084840000000000,No,509.14,Yes,96462048,0,No
4928050000000000,9,637,4928050000000000,No,23.59,Yes,91506712,0,No
4669770000000000,2,218,4669770000000000,No,105.99,Yes,86538374,0,No
4542720000000000,9,709,4542720000000000,No,54.81,Yes,48855359,0,No
4548540000000000,9,712,4548540000000000,No,278.88,Yes,41717090,0,No
4988970000000000,2,141,4988970000000000,No,118.57,Yes,97100956,0,No
4589220000000000,10,761,4589220000000000,No,537.14,Yes,8412855,0,No
4327840000000000,10,763,4327840000000000,No,271.98,Yes,89276300,0,No
4499100000000000,7,582,4499100000000000,No,475.11,Yes,79580514,0,No
4310880000000000,7,574,4310880000000000,No,330.28,Yes,46614764,0,No
4994680000000000,7,568,4994680000000000,No,102.67,Yes,35170276,0,No
4849200000000000,1,133,4849200000000000,No,117.92,Yes,78547952,0,No
4618790000000000,10,727,4618790000000000,No,609.49,Yes,71335158,0,No
4001270000000000,7,537,4001270000000000,No,122.42,Yes,60432059,0,No
4370450000000000,3,217,4370450000000000,No,87.31,Yes,3628498,0,No
4824700000000000,8,657,4824700000000000,No,332.4,Yes,10448437,0,No
4463940000000000,2,190,4463940000000000,No,124.19,Yes,28680972,0,No
4463940000000000,9,645,4463940000000000,No,124.19,Yes,28680972,0,No
4463940000000000,2,190,4463940000000000,No,621.1,Yes,12942270,0,Yes
4463940000000000,9,645,4463940000000000,No,621.1,Yes,12942270,0,No
4511150000000000,5,360,4511150000000000,No,31.86,Yes,32513081,0,No
4658560000000000,10,734,4658560000000000,No,351.48,Yes,64789221,0,No
4456440000000000,3,306,4456440000000000,No,287.21,Yes,45134363,0,No
4997360000000000,3,299,4997360000000000,No,235.69,Yes,29570342,0,No
4811830000000000,2,159,4811830000000000,No,141.01,Yes,54192284,0,No
4972540000000000,11,850,4972540000000000,No,652.53,Yes,37596478,0,No
4607570000000000,8,643,4607570000000000,No,128.13,Yes,23795556,0,No
4245460000000000,9,686,4245460000000000,No,202.43,Yes,95302222,0,No
4113470000000000,7,525,4113470000000000,No,113.68,Yes,63730648,0,No
4034610000000000,8,627,4034610000000000,No,438.91,Yes,44208945,0,No
4874930000000000,6,495,4874930000000000,No,161.48,Yes,59631697,0,No
4389840000000000,7,546,4389840000000000,No,39.52,Yes,49828415,0,No
4055300000000000,6,515,4055300000000000,No,370.64,Yes,23239728,0,No
4799370000000000,7,554,4799370000000000,No,98.56,Yes,61225736,0,No
4898630000000000,7,527,4898630000000000,No,316.74,Yes,12286075,0,No
4531500000000000,10,743,4531500000000000,No,609.68,Yes,14988960,0,No
4832920000000000,4,347,4832920000000000,No,268.91,Yes,2827605,0,No
4951430000000000,6,479,4951430000000000,No,51.94,Yes,23716300,0,No
4484470000000000,1,153,4484470000000000,No,95.69,Yes,63386612,0,No
4706180000000000,6,440,4706180000000000,No,323.27,Yes,76783501,0,No
4762790000000000,10,797,4762790000000000,No,581.35,Yes,98601262,0,No
4873190000000000,10,701,4873190000000000,No,381.63,Yes,31518697,0,No
4002600000000000,10,737,4002600000000000,No,248.93,Yes,15139449,0,No
4678500000000000,6,500,4678500000000000,No,315.4,Yes,67439244,0,No
4083450000000000,9,725,4083450000000000,No,625.3,Yes,93691488,0,No
4625530000000000,8,598,4625530000000000,No,27.38,Yes,25456217,0,No
4111050000000000,9,686,4111050000000000,No,647.28,Yes,61241491,0,No
4601070000000000,10,722,4601070000000000,No,336.19,Yes,84878130,0,No
4686880000000000,8,574,4686880000000000,No,196.14,Yes,69220734,0,No
4266990000000000,9,665,4266990000000000,No,577.76,Yes,3675230,0,No
4027840000000000,7,589,4027840000000000,No,299.75,Yes,50404780,0,No
4731460000000000,10,769,4731460000000000,No,196.49,Yes,3234290,0,No
4654850000000000,8,592,4654850000000000,No,558.7,Yes,48905206,0,No
4759500000000000,6,495,4759500000000000,No,240.59,Yes,70017539,0,No
4147050000000000,10,735,4147050000000000,No,42.64,Yes,56783944,0,No
4884230000000000,8,563,4884230000000000,No,275.44,Yes,16164365,0,No
4604210000000000,6,430,4604210000000000,No,76.23,Yes,22299169,0,No
4217010000000000,8,644,4217010000000000,No,125.15,Yes,23299474,0,No
4233560000000000,5,385,4233560000000000,No,255.45,Yes,50338161,0,No
4399900000000000,4,297,4399900000000000,No,15.28,Yes,84370431,0,No
4793500000000000,6,477,4793500000000000,No,96.63,Yes,89750686,0,No
4999750000000000,10,754,4999750000000000,No,687.89,Yes,38509023,0,No
4827870000000000,5,440,4827870000000000,No,117.29,Yes,92254659,0,No
4440820000000000,6,511,4440820000000000,No,462.13,Yes,95332678,0,No
4914880000000000,10,735,4914880000000000,No,237.58,Yes,99147259,0,No
2326986769992740,3,238,2326986769992740,No,16.61,Yes,85428188,0,No
4104390000000000,10,774,4104390000000000,No,495.14,Yes,63649789,0,No
4041390000000000,10,790,4041390000000000,No,648.72,Yes,11093822,0,No
4936000000000000,3,268,4936000000000000,No,199.0,Yes,10376324,0,No
4896850000000000,8,641,4896850000000000,No,359.43,Yes,72997815,0,No
4893270000000000,8,644,4893270000000000,No,427.72,Yes,55885790,0,No
4909780000000000,5,375,4909780000000000,No,188.01,Yes,85161872,0,No
4798480000000000,3,307,4798480000000000,No,44.17,Yes,74321012,0,No
4264980000000000,10,726,4264980000000000,No,38.42,Yes,21351634,0,No
4793840000000000,5,368,4793840000000000,No,136.86,Yes,64867742,0,No
4231320000000000,7,573,4231320000000000,No,535.7,Yes,92507561,0,No
4776910000000000,7,541,4776910000000000,No,37.94,Yes,65705431,0,No
4864210000000000,4,357,4864210000000000,No,146.06,Yes,9099921,0,No
4421380000000000,6,427,4421380000000000,No,120.06,Yes,90693212,0,No
4096750000000000,4,298,4096750000000000,No,282.91,Yes,49007814,0,No
4522480000000000,8,620,4522480000000000,No,346.61,Yes,54371916,0,No
4096130000000000,9,663,4096130000000000,No,287.84,Yes,30884431,0,No
4953560000000000,2,226,4953560000000000,No,18.75,Yes,10989618,0,No
4764140000000000,5,437,4764140000000000,No,105.83,Yes,7185957,0,No
4110050000000000,9,695,4110050000000000,No,51.84,Yes,89475190,0,No
4464250000000000,10,760,4464250000000000,No,556.13,Yes,23394493,0,No
4046660000000000,7,539,4046660000000000,No,482.42,Yes,85050715,0,No
4505270000000000,8,655,4505270000000000,No,467.69,Yes,12524126,0,No
4641120000000000,8,590,4641120000000000,No,530.42,Yes,6057280,0,No
4077130000000000,4,298,4077130000000000,No,120.87,Yes,55805948,0,No
4599690000000000,9,657,4599690000000000,No,95.65,Yes,8600570,0,No
4780890000000000,10,737,4780890000000000,No,677.95,Yes,39668956,0,No
4401970000000000,8,637,4401970000000000,No,541.95,Yes,86771263,0,No
4547150000000000,9,721,4547150000000000,No,430.86,Yes,37172735,0,No
4615400000000000,8,588,4615400000000000,No,134.92,Yes,94399377,0,No
4012850000000000,7,569,4012850000000000,No,368.68,Yes,50253320,0,No
4941480000000000,8,631,4941480000000000,No,284.95,Yes,71443018,0,No
4114160000000000,6,456,4114160000000000,No,49.8,Yes,74725917,0,No
4690790000000000,9,644,4690790000000000,No,472.3,Yes,58155069,0,No
4313030000000000,5,408,4313030000000000,No,172.53,Yes,14210658,0,No
4495140000000000,10,715,4495140000000000,No,161.68,Yes,43729308,0,No
4453720000000000,4,328,4453720000000000,No,256.97,Yes,71841067,0,No
4952090000000000,10,788,4952090000000000,No,404.12,Yes,56361946,0,No
6587484355577300,7,566,6587484355577300,No,92.97,Yes,23502696,0,No
4260090000000000,11,829,4260090000000000,No,71.6,Yes,87848582,0,No
4880470000000000,11,866,4880470000000000,No,547.33,Yes,71528662,0,No
4961340000000000,1,70,4961340000000000,No,23.22,Yes,57039784,0,No
4341760000000000,6,444,4341760000000000,No,184.04,Yes,53782871,0,No
4417390000000000,11,787,4417390000000000,No,342.8,Yes,77978464,0,No
4964510000000000,9,708,4964510000000000,No,208.62,Yes,84778064,0,No
4454860000000000,11,770,4454860000000000,No,354.91,Yes,45881210,0,No
4490750000000000,6,479,4490750000000000,No,357.88,Yes,21162862,0,No
4901910000000000,8,613,4901910000000000,No,385.44,Yes,20217013,0,No
4122000000000000,3,295,4122000000000000,No,55.38,Yes,35445043,0,No
4918680000000000,7,567,4918680000000000,No,490.84,Yes,16402164,0,No
4558440000000000,7,490,4558440000000000,No,286.44,Yes,25969841,0,No
4975070000000000,4,291,4975070000000000,No,175.94,Yes,51118675,0,No
4509970000000000,6,460,4509970000000000,No,7.99,Yes,79648009,0,No
4966440000000000,9,640,4966440000000000,No,62.46,Yes,71778569,0,No
4542990000000000,5,386,4542990000000000,No,108.16,Yes,40603734,0,No
4434000000000000,9,687,4434000000000000,No,512.18,Yes,58687584,0,No
4000780000000000,4,288,4000780000000000,No,234.66,Yes,83980772,0,No
4021180000000000,7,551,4021180000000000,No,11.92,Yes,88117919,0,No
4148190000000000,9,655,4148190000000000,No,652.71,Yes,57044001,0,No
4909920000000000,3,297,4909920000000000,No,126.46,Yes,68764601,0,No
3762351867839760,9,697,3762351867839760,No,475.15,Yes,38474107,0,No
9378978783829640,4,326,9378978783829640,No,45.51,Yes,63850926,0,No
9228882902722630,9,713,9228882902722630,No,155.12,Yes,31243164,0,No
4391300000000000,2,209,4391300000000000,No,111.14,Yes,55517999,0,No
4377160000000000,8,637,4377160000000000,No,270.86,Yes,43303954,0,No
4478470000000000,5,395,4478470000000000,No,360.76,Yes,75305663,0,No
4649710000000000,9,645,4649710000000000,No,64.17,Yes,69639010,0,No
4255590000000000,8,612,4255590000000000,No,239.07,Yes,27390626,0,No
4702260000000000,10,768,4702260000000000,No,516.92,Yes,46353551,0,No
4308880000000000,6,461,4308880000000000,No,33.05,Yes,43364844,0,No
4686890000000000,6,425,4686890000000000,No,179.77,Yes,39410550,0,No
4511900000000000,6,442,4511900000000000,No,31.9,Yes,59011716,0,No
4514690000000000,9,657,4514690000000000,No,149.39,Yes,9975204,0,No
4726110000000000,1,141,4726110000000000,No,69.63,Yes,64725234,0,No
4820050000000000,2,192,4820050000000000,No,73.32,Yes,55570187,0,No
4048060000000000,10,797,4048060000000000,No,32.42,Yes,33432257,0,No
4365780000000000,8,599,4365780000000000,No,481.64,Yes,76091305,0,No
4069470000000000,10,725,4069470000000000,No,211.18,Yes,72715243,0,No
4103480000000000,6,457,4103480000000000,No,276.96,Yes,51637197,0,No
4652120000000000,8,619,4652120000000000,No,222.82,Yes,45173675,0,No
4786680000000000,11,789,4786680000000000,No,87.09,Yes,92603835,0,No
4745940000000000,11,780,4745940000000000,No,515.98,Yes,96100828,0,No
4339490000000000,2,142,4339490000000000,No,116.19,Yes,12025651,0,No
4734450000000000,10,751,4734450000000000,No,615.43,Yes,30663987,0,No
4995050000000000,10,721,4995050000000000,No,409.21,Yes,97788850,0,No
4607450000000000,5,399,4607450000000000,No,122.28,Yes,28637520,0,No
4145080000000000,3,267,4145080000000000,No,114.5,Yes,50240777,0,No
4427590000000000,5,421,4427590000000000,No,58.51,Yes,68017122,0,No
4856650000000000,8,643,4856650000000000,No,405.38,Yes,54696764,0,No
4861460000000000,5,355,4861460000000000,No,189.02,Yes,13224828,0,No
4696030000000000,6,459,4696030000000000,No,29.58,Yes,80283688,0,No
4480980000000000,5,440,4480980000000000,No,240.04,Yes,16635456,0,No
4441390000000000,5,352,4441390000000000,No,118.17,Yes,88911014,0,No
4764940000000000,9,644,4764940000000000,No,505.25,Yes,62147865,0,No
4680180000000000,10,747,4680180000000000,No,184.97,Yes,77926776,0,No
4392050000000000,6,425,4392050000000000,No,251.79,Yes,33021577,0,No
4567530000000000,8,613,4567530000000000,No,366.18,Yes,96782860,0,No
6659971035131970,6,463,6659971035131970,No,310.16,Yes,15176749,0,No
2714467854872220,10,722,2714467854872220,No,338.26,Yes,57272561,0,No
4750390000000000,10,704,4750390000000000,No,145.34,Yes,98092400,0,No
4774360000000000,6,491,4774360000000000,No,368.94,Yes,85623732,0,No
4062050000000000,10,775,4062050000000000,No,102.1,Yes,29585670,0,No
4873840000000000,7,568,4873840000000000,No,398.84,Yes,40233489,0,No
4714770000000000,8,577,4714770000000000,No,325.26,Yes,92653913,0,No
4723180000000000,6,518,4723180000000000,No,160.3,Yes,17402070,0,No
4382540000000000,8,608,4382540000000000,No,484.86,Yes,63225984,0,No
4948660000000000,4,282,4948660000000000,No,80.49,Yes,59610988,0,No
4723420000000000,6,456,4723420000000000,No,80.24,Yes,4928667,0,No
4028300000000000,7,570,4028300000000000,No,306.84,Yes,15921914,0,No
4560370000000000,6,444,4560370000000000,No,221.84,Yes,11749274,0,No
4608510000000000,3,305,4608510000000000,No,177.27,Yes,86002871,0,No
4322890000000000,7,562,4322890000000000,No,430.08,Yes,90576175,0,No
4049500000000000,5,441,4049500000000000,No,232.18,Yes,85189184,0,No
4239030000000000,10,744,4239030000000000,No,695.69,Yes,46653415,0,No
4153460000000000,4,306,4153460000000000,No,121.7,Yes,70649882,0,No
4032440000000000,5,403,4032440000000000,No,151.19,Yes,5286951,0,No
9307848631060570,3,306,9307848631060570,No,26.05,Yes,84767021,0,No
8076272023139110,8,652,8076272023139110,No,168.71,Yes,58000266,0,No
1539459439903740,9,685,1539459439903740,No,18.66,Yes,7934377,0,No
6801569891254180,11,848,6801569891254180,No,131.2,Yes,17684630,0,No
8328806897117380,9,644,8328806897117380,No,33.9,Yes,34319762,0,No
2499647584145670,3,246,2499647584145670,No,186.76,Yes,20792352,0,No
3673572634813950,10,704,3673572634813950,No,69.98,Yes,18184639,0,No
6188983555626420,7,495,6188983555626420,No,39.35,Yes,21290170,0,No
9663378784101520,6,484,9663378784101520,No,328.19,Yes,2093716,0,No
4854820000000000,8,655,4854820000000000,No,598.15,Yes,83633646,0,No
4248180000000000,10,790,4248180000000000,No,335.15,Yes,74856769,0,No
4040330000000000,5,360,4040330000000000,No,78.56,Yes,4159621,0,No
4392400000000000,6,507,4392400000000000,No,452.85,Yes,92428030,0,No
4487640000000000,10,713,4487640000000000,No,317.63,Yes,29829095,0,No
4155320000000000,2,210,4155320000000000,No,91.17,Yes,34253342,0,No
4143540000000000,11,832,4143540000000000,No,230.79,Yes,35632505,0,No
4057530000000000,4,303,4057530000000000,No,287.89,Yes,88752532,0,No
4384530000000000,5,398,4384530000000000,No,278.69,Yes,32072034,0,No
4194980000000000,3,309,4194980000000000,No,93.0,Yes,5109076,0,No
4299260000000000,9,654,4299260000000000,No,653.56,Yes,86168822,0,No
4219440000000000,5,398,4219440000000000,No,289.93,Yes,95073208,0,No
4618040000000000,8,606,4618040000000000,No,571.25,Yes,48640547,0,No
4932180000000000,8,620,4932180000000000,No,252.1,Yes,41226184,0,No
4061050000000000,6,467,4061050000000000,No,276.7,Yes,90101075,0,No
4417960000000000,2,147,4417960000000000,No,116.07,Yes,42037206,0,No
4302700000000000,4,368,4302700000000000,No,349.46,Yes,33342470,0,No
4366890000000000,10,759,4366890000000000,No,409.78,Yes,75342961,0,No
4034400000000000,11,806,4034400000000000,No,344.13,Yes,25815545,0,No
4418490000000000,9,650,4418490000000000,No,342.14,Yes,20608361,0,No
4695660000000000,11,851,4695660000000000,No,392.67,Yes,42205391,0,No
4317390000000000,10,749,4317390000000000,No,536.76,Yes,38743701,0,No
4195730000000000,9,710,4195730000000000,No,295.78,Yes,70291235,0,No
4615620000000000,10,713,4615620000000000,No,161.58,Yes,60478012,0,No
4028100000000000,9,690,4028100000000000,No,370.39,Yes,47737204,0,No
4136720000000000,6,423,4136720000000000,No,343.21,Yes,51802746,0,No
4822550000000000,9,714,4822550000000000,No,524.73,Yes,87014362,0,No
4548150000000000,11,801,4548150000000000,No,17.01,Yes,73708537,0,No
4839790000000000,7,583,4839790000000000,No,68.35,Yes,22716655,0,No
4985020000000000,8,563,4985020000000000,No,63.12,Yes,10768304,0,No
4218170000000000,11,864,4218170000000000,No,104.38,Yes,24363301,0,No
4523390000000000,9,708,4523390000000000,No,295.67,Yes,58582290,0,No
4455610000000000,10,703,4455610000000000,No,236.8,Yes,67277045,0,No
4735030000000000,5,355,4735030000000000,No,186.6,Yes,78141140,0,No
4667870000000000,6,421,4667870000000000,No,252.72,Yes,70179375,0,No
4351110000000000,4,372,4351110000000000,No,363.91,Yes,51049886,0,No
4233950000000000,9,667,4233950000000000,No,618.36,Yes,25830436,0,No
4504030000000000,10,765,4504030000000000,No,475.36,Yes,39172993,0,No
4527180000000000,9,665,4527180000000000,No,382.2,Yes,55626063,0,No
4631442902570560,4,308,4631442902570560,No,113.6,Yes,57966028,0,No
3577149224560310,9,690,3577149224560310,No,31.45,Yes,96801023,0,No
3508390529135770,3,286,3508390529135770,No,186.82,Yes,31757808,0,No
7441569201429400,5,350,7441569201429400,No,284.94,Yes,89461315,0,No
5161917738661670,7,529,5161917738661670,No,497.48,Yes,11817520,0,No
8380080477567790,2,213,8380080477567790,No,130.46,Yes,53345824,0,No
6736817670313890,6,454,6736817670313890,No,78.31,Yes,42778524,0,No
6907169768855070,8,642,6907169768855070,No,61.94,Yes,87383484,0,No
7771528138035520,5,380,7771528138035520,No,235.66,Yes,86635152,0,No
5455252069479350,10,739,5455252069479350,No,68.37,Yes,23914672,0,No
1727929374275230,9,684,1727929374275230,No,154.12,Yes,89242688,0,No
4275111652019450,9,672,4275111652019450,No,144.57,Yes,13735259,0,No
9112901841991230,2,184,9112901841991230,No,138.74,Yes,67744647,0,No
3701223542780890,4,297,3701223542780890,No,199.36,Yes,72933080,0,No
6904999018765460,3,280,6904999018765460,No,35.77,Yes,72833246,0,No
6628803477953730,10,781,6628803477953730,No,58.78,Yes,78941860,0,No
